measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Chad,Both,All Ages,Cardiovascular diseases,Rate,1999,3052.84949367,3183.50412526,2920.50818779
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Number,1998,240343.982166,250949.120939,229937.809776
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0313695256317,0.0328200741797,0.0300268718799
Prevalence,Bolivia,Both,All Ages,Cardiovascular diseases,Rate,1998,3015.17246662,3148.21645692,2884.6245569499997
Prevalence,Bhutan,Both,All Ages,Chronic respiratory diseases,Number,1999,27334.5879449,29516.0534707,25352.1868575
Prevalence,Bhutan,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0472251667469,0.0508940288672,0.043819759737
Prevalence,Bhutan,Both,All Ages,Chronic respiratory diseases,Rate,1999,4625.88000251,4995.05321895,4290.394808229999
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Number,1998,6219.75988927,6548.90870418,5926.98757672
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Percent,1998,0.05934838141,0.0623957286238,0.0565722853962
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Rate,1998,5624.80701543,5922.47100828,5360.03992041
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Number,1998,9696.15968722,10721.3248173,8740.4467594
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0925169229611,0.102364236242,0.0833616745125
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Rate,1998,8768.670817260001,9695.77348975,7904.376877160001
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Number,1999,604434.208965,628655.080743,577952.610209
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0338801679807,0.0352600290314,0.0324039663278
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Rate,1999,3326.0123178100002,3459.29219622,3180.29236624
Prevalence,Albania,Both,All Ages,Chronic respiratory diseases,Number,1998,205118.844571,222116.058253,189309.534602
Prevalence,Albania,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0610734844503,0.0660803284758,0.0562876299014
Prevalence,Albania,Both,All Ages,Chronic respiratory diseases,Rate,1998,5868.63716543,6354.942946519999,5416.31839269
Prevalence,Congo,Both,All Ages,Chronic respiratory diseases,Number,1998,224405.689748,250507.172609,200281.414911
Prevalence,Congo,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0755619238549,0.0842614070474,0.0672659896789
Prevalence,Congo,Both,All Ages,Chronic respiratory diseases,Rate,1998,7452.266839219999,8319.06845819,6651.12613022
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Number,1999,203481.393893,210033.547453,196728.824277
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0335844311989,0.034684971755,0.0324543531059
Prevalence,Tajikistan,Both,All Ages,Cardiovascular diseases,Rate,1999,3249.17213362,3353.7963174700003,3141.34772469
Prevalence,Solomon Islands,Both,All Ages,Cardiovascular diseases,Number,1998,14502.3314921,15050.8386733,13964.7108288
Prevalence,Solomon Islands,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0348751910489,0.0362180175531,0.0335701718229
Prevalence,Solomon Islands,Both,All Ages,Cardiovascular diseases,Rate,1998,3421.88564277,3551.30820144,3295.0318034600004
Prevalence,Solomon Islands,Both,All Ages,Chronic respiratory diseases,Number,1998,35732.964242,39980.8638419,31887.6543999
Prevalence,Solomon Islands,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0859299546295,0.0961025138709,0.0766321580491
Prevalence,Solomon Islands,Both,All Ages,Chronic respiratory diseases,Rate,1998,8431.3420487,9433.65168843,7524.0251425900005
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Number,1997,4372.32571501,4551.03158183,4193.13872985
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0580039747826,0.0604397469558,0.0556269592286
Prevalence,Seychelles,Both,All Ages,Cardiovascular diseases,Rate,1997,5551.762065399999,5778.67390065,5324.2393299899995
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Number,1999,559846.403408,581156.720126,538641.91576
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0334425794994,0.0347279296903,0.032194687429
Prevalence,Mozambique,Both,All Ages,Cardiovascular diseases,Rate,1999,3309.65192247,3435.6324240300005,3184.2970521300003
Prevalence,Germany,Both,All Ages,Chronic respiratory diseases,Number,1998,8450053.43583,8994263.18511,7924083.98666
Prevalence,Germany,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.108960351129,0.115869222045,0.102057122689
Prevalence,Germany,Both,All Ages,Chronic respiratory diseases,Rate,1998,10289.880564,10952.5809083,9649.39197377
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Number,1997,66667.3661968,69302.6429684,64009.9724462
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0579829353371,0.060317349376,0.0556539575359
Prevalence,Mauritius,Both,All Ages,Cardiovascular diseases,Rate,1997,5641.03028253,5864.01308386,5416.176062619999
Prevalence,Philippines,Both,All Ages,Cardiovascular diseases,Number,1999,2660793.64128,2764798.50115,2558004.95735
Prevalence,Philippines,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0346560616745,0.0360055607577,0.0333312386627
Prevalence,Philippines,Both,All Ages,Cardiovascular diseases,Rate,1999,3408.0624393800003,3541.27647407,3276.4061367400004
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Number,1998,26745248.491,27815886.4039,25742523.1066
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Percent,1998,0.104719156561,0.109047855748,0.100721391479
Prevalence,United States,Both,All Ages,Cardiovascular diseases,Rate,1998,9721.087424270001,10110.2318645,9356.62713042
Prevalence,Sierra Leone,Both,All Ages,Chronic respiratory diseases,Number,1999,225848.16564,249555.683966,203812.401314
Prevalence,Sierra Leone,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0557813259728,0.0614541550158,0.0503319044739
Prevalence,Sierra Leone,Both,All Ages,Chronic respiratory diseases,Rate,1999,5526.96290268,6107.13398325,4987.70303482
Prevalence,Uzbekistan,Both,All Ages,Cardiovascular diseases,Number,1998,958596.711791,993462.917025,923602.58019
Prevalence,Uzbekistan,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0406472217992,0.0421459256334,0.0391704625714
Prevalence,Uzbekistan,Both,All Ages,Cardiovascular diseases,Rate,1998,3919.8297016100005,4062.40226125,3776.73403401
Prevalence,Uzbekistan,Both,All Ages,Chronic respiratory diseases,Number,1998,1471941.89124,1593121.73648,1352497.37892
Prevalence,Uzbekistan,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0624141784817,0.0674823069567,0.0574133937244
Prevalence,Uzbekistan,Both,All Ages,Chronic respiratory diseases,Rate,1998,6018.96655118,6514.48708735,5530.542022539999
Prevalence,Comoros,Both,All Ages,Cardiovascular diseases,Number,1998,19233.8752939,19971.9117056,18482.8675292
Prevalence,Comoros,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0369647593377,0.0384246829963,0.0354491352184
Prevalence,Comoros,Both,All Ages,Cardiovascular diseases,Rate,1998,3607.93983097,3746.3826006100003,3467.06386155
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Number,1998,349872.840049,396057.54301,309122.655862
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0591786325345,0.0669715477015,0.052394332874
Prevalence,Burundi,Both,All Ages,Chronic respiratory diseases,Rate,1998,5812.8270120199995,6580.144900650001,5135.798834130001
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Number,1998,585073.277312,609029.167753,561169.347448
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0337375323618,0.0351106753845,0.0323209611287
Prevalence,Yemen,Both,All Ages,Cardiovascular diseases,Rate,1998,3313.73015816,3449.41120821,3178.3434017399995
Prevalence,Moldova,Both,All Ages,Chronic respiratory diseases,Number,1998,318941.100106,343043.414354,294563.958981
Prevalence,Moldova,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0771032135274,0.0829508665809,0.0712118301683
Prevalence,Moldova,Both,All Ages,Chronic respiratory diseases,Rate,1998,7455.12283621,8018.504956899999,6885.316745300001
Prevalence,Singapore,Both,All Ages,Chronic respiratory diseases,Number,1999,229393.100174,250215.126558,210342.833883
Prevalence,Singapore,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.061294811682,0.066922745551,0.0562170323639
Prevalence,Singapore,Both,All Ages,Chronic respiratory diseases,Rate,1999,5663.0746099,6177.11225466,5192.77677067
Prevalence,Brunei,Both,All Ages,Chronic respiratory diseases,Number,1998,17609.604155,19525.7462392,15925.3552086
Prevalence,Brunei,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0610862360033,0.0677079973647,0.0552182139661
Prevalence,Brunei,Both,All Ages,Chronic respiratory diseases,Rate,1998,5546.21785646,6149.71475219,5015.75666613
Prevalence,India,Both,All Ages,Chronic respiratory diseases,Number,1999,50072467.2015,53561708.4078,46988922.6451
Prevalence,India,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0491737583743,0.0525589529473,0.0461504512807
Prevalence,India,Both,All Ages,Chronic respiratory diseases,Rate,1999,4846.14430701,5183.84219474,4547.71080189
Prevalence,Algeria,Both,All Ages,Cardiovascular diseases,Number,1998,1332038.81092,1384119.62453,1276193.38561
Prevalence,Algeria,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0461885126192,0.048016724475,0.0442433438044
Prevalence,Algeria,Both,All Ages,Cardiovascular diseases,Rate,1998,4370.07040312,4540.9339097,4186.85619171
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Number,1998,2063082.02019,2278011.80029,1860820.83655
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0715363564791,0.0792120935026,0.0646221702122
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Rate,1998,6768.4316716,7473.559977950001,6104.86571158
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Number,1997,81418.721383,89058.7418929,74529.0826094
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Percent,1997,0.0708120537258,0.0775949602872,0.0647768366823
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Rate,1997,6889.20980515,7535.6668277399995,6306.2460077999995
Prevalence,Malta,Both,All Ages,Cardiovascular diseases,Number,1999,32654.5101451,34412.1070713,30997.9898342
Prevalence,Malta,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0871151722567,0.0918763967529,0.0825886968517
Prevalence,Malta,Both,All Ages,Cardiovascular diseases,Rate,1999,8208.35590988,8650.16260217,7791.95682063
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Number,1997,6040.46505599,6358.3308165,5753.02135671
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Percent,1997,0.0578955377497,0.0609052645895,0.0551902346639
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Cardiovascular diseases,Rate,1997,5482.56141794,5771.06876604,5221.66631782
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Number,1997,9701.07260124,10734.8583569,8725.39011455
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Percent,1997,0.0929780456653,0.102766470808,0.0835998851416
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Rate,1997,8805.071441209999,9743.37566878,7919.50400426
Prevalence,Oman,Both,All Ages,Cardiovascular diseases,Number,1998,87886.1214807,93702.2946586,81444.787772
Prevalence,Oman,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0397316372488,0.0424344312859,0.0368385159799
Prevalence,Oman,Both,All Ages,Cardiovascular diseases,Rate,1998,3847.4150909500004,4102.03131566,3565.43104046
Prevalence,Nigeria,Both,All Ages,Chronic respiratory diseases,Number,1998,5286861.52224,5842738.44907,4805955.86069
Prevalence,Nigeria,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0466215932267,0.0514878814389,0.0423837875432
Prevalence,Nigeria,Both,All Ages,Chronic respiratory diseases,Rate,1998,4619.70722102,5105.43748691,4199.4875220700005
Prevalence,Andorra,Both,All Ages,Chronic respiratory diseases,Number,1999,6946.30040278,7493.66073958,6382.11159622
Prevalence,Andorra,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.111345843124,0.120164800944,0.102168768326
Prevalence,Andorra,Both,All Ages,Chronic respiratory diseases,Rate,1999,10561.3004842,11393.5185939,9703.496017059999
Prevalence,Poland,Both,All Ages,Chronic respiratory diseases,Number,1999,4596578.3953,4841486.60257,4352350.31195
Prevalence,Poland,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.122438692281,0.12888820043,0.115864476671
Prevalence,Poland,Both,All Ages,Chronic respiratory diseases,Rate,1999,11791.489882599999,12419.7469034,11164.9775671
Prevalence,Egypt,Both,All Ages,Cardiovascular diseases,Number,1999,2939296.71799,3052805.00634,2836741.3253
Prevalence,Egypt,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0463988363895,0.0482124365506,0.0447614993032
Prevalence,Egypt,Both,All Ages,Cardiovascular diseases,Rate,1999,4488.920117709999,4662.2709863,4332.29660889
Prevalence,Egypt,Both,All Ages,Chronic respiratory diseases,Number,1999,5522497.40367,6103017.09812,4993842.69729
Prevalence,Egypt,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0871752479203,0.0964326831011,0.0787128379132
Prevalence,Egypt,Both,All Ages,Chronic respiratory diseases,Rate,1999,8434.00720438,9320.58205038,7626.64102993
Prevalence,American Samoa,Both,All Ages,Cardiovascular diseases,Number,1999,2631.94258744,2741.93278563,2528.10681474
Prevalence,American Samoa,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0477030920405,0.0497992141629,0.0457920920002
Prevalence,American Samoa,Both,All Ages,Cardiovascular diseases,Rate,1999,4544.9473620300005,4734.88298733,4365.63945331
Prevalence,Dominican Republic,Both,All Ages,Chronic respiratory diseases,Number,1999,545036.998464,617301.344551,409126.344021
Prevalence,Dominican Republic,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0665364494479,0.0752284551811,0.0498343139378
Prevalence,Dominican Republic,Both,All Ages,Chronic respiratory diseases,Rate,1999,6397.493738159999,7245.71267171,4802.21201747
Prevalence,Djibouti,Both,All Ages,Chronic respiratory diseases,Number,1998,30814.3455272,34804.1061688,27100.4444289
Prevalence,Djibouti,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0532287514427,0.0601591100436,0.0469341383903
Prevalence,Djibouti,Both,All Ages,Chronic respiratory diseases,Rate,1998,5147.28725892,5813.74451332,4526.91011065
Prevalence,Macedonia,Both,All Ages,Cardiovascular diseases,Number,1998,168530.675718,175751.567895,161550.044688
Prevalence,Macedonia,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0809635544843,0.0843426139973,0.0774049719668
Prevalence,Macedonia,Both,All Ages,Cardiovascular diseases,Rate,1998,7803.0330850499995,8137.36308353,7479.82726717
Prevalence,Macedonia,Both,All Ages,Chronic respiratory diseases,Number,1998,199548.058426,215112.169212,185956.609098
Prevalence,Macedonia,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0958641613976,0.103284979896,0.0892321824901
Prevalence,Macedonia,Both,All Ages,Chronic respiratory diseases,Rate,1998,9239.14946241,9959.77359139,8609.86029393
Prevalence,Taiwan (Province of China),Both,All Ages,Cardiovascular diseases,Number,1999,1536452.72186,1628031.70919,1452184.22032
Prevalence,Taiwan (Province of China),Both,All Ages,Cardiovascular diseases,Percent,1999,0.0736543171083,0.0780623836767,0.0696376710489
Prevalence,Taiwan (Province of China),Both,All Ages,Cardiovascular diseases,Rate,1999,6946.26647313,7360.29291226,6565.290567610001
Prevalence,Central African Republic,Both,All Ages,Cardiovascular diseases,Number,1997,86893.238868,89835.6757936,83868.471092
Prevalence,Central African Republic,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0262500552419,0.0271369718347,0.0253232155945
Prevalence,Central African Republic,Both,All Ages,Cardiovascular diseases,Rate,1997,2607.0988686,2695.38219282,2516.34533301
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Number,1999,5333521.11772,5851834.90586,4807093.72271
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0562320566066,0.0616545113474,0.0507182488329
Prevalence,Mexico,Both,All Ages,Chronic respiratory diseases,Rate,1999,5313.758769069999,5830.1520439999995,4789.281950709999
Prevalence,Eritrea,Both,All Ages,Chronic respiratory diseases,Number,1998,187525.409021,214391.240068,164460.085625
Prevalence,Eritrea,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0564199784789,0.0645704369529,0.0495072545421
Prevalence,Eritrea,Both,All Ages,Chronic respiratory diseases,Rate,1998,5506.07562385,6294.90364568,4828.83718683
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Number,1998,209743.285864,217907.352679,201046.00156
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0269989158968,0.0280650969661,0.0258727715186
Prevalence,Rwanda,Both,All Ages,Cardiovascular diseases,Rate,1998,2646.80088408,2749.82520342,2537.0477652100003
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Number,1998,324358.455859,336421.549409,312401.733573
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0923356931756,0.0957795319774,0.0889760573212
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Rate,1998,8873.53105505,9203.54321691,8546.428910499999
Prevalence,Seychelles,Both,All Ages,Chronic respiratory diseases,Number,1997,4920.93889914,5376.13974102,4466.3031822
Prevalence,Seychelles,Both,All Ages,Chronic respiratory diseases,Percent,1997,0.0652812378903,0.0713127349347,0.0593277810778
Prevalence,Seychelles,Both,All Ages,Chronic respiratory diseases,Rate,1997,6248.36384275,6826.355266719999,5671.089986370001
Prevalence,Venezuela,Both,All Ages,Chronic respiratory diseases,Number,1998,1603148.29293,1739639.362,1472822.71444
Prevalence,Venezuela,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.0748977530003,0.0812185944011,0.068676979036
Prevalence,Venezuela,Both,All Ages,Chronic respiratory diseases,Rate,1998,7174.02742014,7784.81974449,6590.8254308
Prevalence,Burkina Faso,Both,All Ages,Cardiovascular diseases,Number,1997,339097.652529,353107.747796,324707.24292
Prevalence,Burkina Faso,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0301411613656,0.0313839278931,0.0288695324043
Prevalence,Burkina Faso,Both,All Ages,Cardiovascular diseases,Rate,1997,2999.6640552,3123.59761495,2872.3662277999997
Prevalence,Fiji,Both,All Ages,Cardiovascular diseases,Number,1999,39965.3438902,41813.9540874,38264.9678974
Prevalence,Fiji,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0504303213954,0.0527090918366,0.0482755589182
Prevalence,Fiji,Both,All Ages,Cardiovascular diseases,Rate,1999,4917.24980422,5144.69881993,4708.039205640001
Prevalence,The Gambia,Both,All Ages,Cardiovascular diseases,Number,1997,36881.8458122,38311.1700174,35389.5968102
Prevalence,The Gambia,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0300450947492,0.0312201992944,0.0288328488955
Prevalence,The Gambia,Both,All Ages,Cardiovascular diseases,Rate,1997,2954.89314445,3069.4074861900003,2835.33740507
Prevalence,The Gambia,Both,All Ages,Chronic respiratory diseases,Number,1997,57899.8873859,64497.4852848,51491.9511696
Prevalence,The Gambia,Both,All Ages,Chronic respiratory diseases,Percent,1997,0.0471667731003,0.0525730441381,0.0420219702339
Prevalence,The Gambia,Both,All Ages,Chronic respiratory diseases,Rate,1997,4638.81285042,5167.39802212,4125.422959580001
Prevalence,Qatar,Both,All Ages,Chronic respiratory diseases,Number,1999,35681.9687406,39496.6475982,32224.4161884
Prevalence,Qatar,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0658076472821,0.072815072117,0.0594869807166
Prevalence,Qatar,Both,All Ages,Chronic respiratory diseases,Rate,1999,6258.9138022,6928.040170370001,5652.43035538
Prevalence,Belgium,Both,All Ages,Cardiovascular diseases,Number,1999,1194533.48913,1250624.49791,1141231.44052
Prevalence,Belgium,Both,All Ages,Cardiovascular diseases,Percent,1999,0.124791143188,0.130650074661,0.11917477819
Prevalence,Belgium,Both,All Ages,Cardiovascular diseases,Rate,1999,11692.380346,12241.412595400001,11170.6471076
Prevalence,Spain,Both,All Ages,Cardiovascular diseases,Number,1999,3876805.41082,4071949.35386,3694371.37856
Prevalence,Spain,Both,All Ages,Cardiovascular diseases,Percent,1999,0.101548845514,0.106508660893,0.0967663414312
Prevalence,Spain,Both,All Ages,Cardiovascular diseases,Rate,1999,9602.2722733,10085.6148905,9150.41022091
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Number,1997,19291.2611262,20304.4560533,18248.4928362
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Percent,1997,0.0477721747849,0.0502365513188,0.0451971159825
Prevalence,Cape Verde,Both,All Ages,Cardiovascular diseases,Rate,1997,4596.4623945700005,4837.87286277,4348.0055829600005
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Number,1997,17973.9650349,20305.4571418,15822.2849438
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Percent,1997,0.0445093703936,0.0502479978582,0.0391872005926
Prevalence,Cape Verde,Both,All Ages,Chronic respiratory diseases,Rate,1997,4282.59478858,4838.11138869,3769.9213786200003
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Number,1998,36223.4308444,39165.5724111,33315.0574842
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.141573971123,0.153021214639,0.130414016118
Prevalence,Iceland,Both,All Ages,Chronic respiratory diseases,Rate,1998,13280.6332088,14359.313557,12214.3333325
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Number,1999,81739.1024967,89329.1747355,74747.6321682
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0699917391044,0.0764955830826,0.0639462023461
Prevalence,Mauritius,Both,All Ages,Chronic respiratory diseases,Rate,1999,6796.54159547,7427.65008709,6215.206378299999
Prevalence,Greenland,Both,All Ages,Chronic respiratory diseases,Number,1998,5770.98775467,6312.9484525,5287.99757365
Prevalence,Greenland,Both,All Ages,Chronic respiratory diseases,Percent,1998,0.110902768244,0.121326496797,0.101509156181
Prevalence,Greenland,Both,All Ages,Chronic respiratory diseases,Rate,1998,10272.5339677,11237.240516,9412.79673523
Prevalence,Uganda,Both,All Ages,Cardiovascular diseases,Number,1998,604686.966375,630770.613906,576688.664619
Prevalence,Uganda,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0269162982747,0.0280701672304,0.0256819936872
Prevalence,Uganda,Both,All Ages,Cardiovascular diseases,Rate,1998,2663.72512554,2778.6270022999997,2540.38894664
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Number,1999,9690.89641825,10714.7869667,8754.31279794
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0921449674411,0.101834128888,0.0833015881478
Prevalence,"Virgin Islands, U.S.",Both,All Ages,Chronic respiratory diseases,Rate,1999,8740.9042194,9664.42345115,7896.13327508
Prevalence,Madagascar,Both,All Ages,Chronic respiratory diseases,Number,1999,1123430.09227,1261973.36826,998238.874931
Prevalence,Madagascar,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0740213287995,0.0832238795493,0.0658135527257
Prevalence,Madagascar,Both,All Ages,Chronic respiratory diseases,Rate,1999,7298.45313848,8198.51057365,6485.13841653
Prevalence,Honduras,Both,All Ages,Chronic respiratory diseases,Number,1999,548330.945903,618980.369279,487665.936013
Prevalence,Honduras,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0939924458887,0.106009047826,0.0833977193521
Prevalence,Honduras,Both,All Ages,Chronic respiratory diseases,Rate,1999,9091.55503572,10262.9518457,8085.70395204
Prevalence,Norway,Both,All Ages,Cardiovascular diseases,Number,1999,381541.690825,396997.65574,366615.729711
Prevalence,Norway,Both,All Ages,Cardiovascular diseases,Percent,1999,0.0912522940521,0.0950338266418,0.0876266348129
Prevalence,Norway,Both,All Ages,Cardiovascular diseases,Rate,1999,8580.641899709999,8928.23720406,8244.96606031
Prevalence,Norway,Both,All Ages,Chronic respiratory diseases,Number,1999,611592.279215,656698.20272,571108.609014
Prevalence,Norway,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.146271318476,0.156684478706,0.136597722988
Prevalence,Norway,Both,All Ages,Chronic respiratory diseases,Rate,1999,13754.3405158,14768.7454588,12843.887254299998
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Number,1999,2090770.9397,2312802.7168,1885935.80298
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0712732767072,0.0791248304614,0.0643212836297
Prevalence,Algeria,Both,All Ages,Chronic respiratory diseases,Rate,1999,6743.6735172399995,7459.82552933,6082.98837922
Prevalence,Sierra Leone,Both,All Ages,Cardiovascular diseases,Number,1998,158649.123536,164995.309216,152239.374479
Prevalence,Sierra Leone,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0409432902211,0.0425697990819,0.03929137063
Prevalence,Sierra Leone,Both,All Ages,Cardiovascular diseases,Rate,1998,4057.77365805,4220.0902502,3893.83130336
Prevalence,Antigua and Barbuda,Both,All Ages,Cardiovascular diseases,Number,1998,4362.8337037,4553.82634905,4169.73089625
Prevalence,Antigua and Barbuda,Both,All Ages,Cardiovascular diseases,Percent,1998,0.0622722918376,0.0650782276743,0.0595217515792
Prevalence,Antigua and Barbuda,Both,All Ages,Cardiovascular diseases,Rate,1998,5999.26558149,6261.89663309,5733.73287841
Prevalence,Peru,Both,All Ages,Chronic respiratory diseases,Number,1999,1824029.583,2054192.00113,1611263.48312
Prevalence,Peru,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0743432022165,0.083646524408,0.0656369340988
Prevalence,Peru,Both,All Ages,Chronic respiratory diseases,Rate,1999,7185.31306018,8091.9809368100005,6347.17367333
Prevalence,China,Both,All Ages,Chronic respiratory diseases,Number,1999,77954938.8934,83434026.2918,73007114.958
Prevalence,China,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0630738543174,0.0675382708464,0.0590820365817
Prevalence,China,Both,All Ages,Chronic respiratory diseases,Rate,1999,6038.48876611,6462.90584825,5655.224027849999
Prevalence,Mozambique,Both,All Ages,Chronic respiratory diseases,Number,1999,820555.441362,923585.908535,726428.517223
Prevalence,Mozambique,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0490160478541,0.0552024552583,0.0434144460462
Prevalence,Mozambique,Both,All Ages,Chronic respiratory diseases,Rate,1999,4850.88923938,5459.97591329,4294.43776709
Prevalence,Indonesia,Both,All Ages,Chronic respiratory diseases,Number,1999,13982966.9127,15224271.6212,12826414.6482
Prevalence,Indonesia,Both,All Ages,Chronic respiratory diseases,Percent,1999,0.0678419333942,0.073956742661,0.0622274551988
Prevalence,Indonesia,Both,All Ages,Chronic respiratory diseases,Rate,1999,6639.70303667,7229.1269189,6090.52319303
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Number,1999,328109.291233,340451.919784,315652.252896
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Percent,1999,0.094097839931,0.0976034512456,0.090604388919
Prevalence,Lithuania,Both,All Ages,Cardiovascular diseases,Rate,1999,9049.04579154,9389.4476452,8705.48858865
